id;Name *;SKU;Name *;SKU;Short description;Description;Text when in stock;Text when backorder allowed
9022;ALU-BOX Flaschen-Kit;ALK.00.165.30800/S;ALU-BOX Flaschen-Kit;ALK.00.165.30800/S;2 x 0,6 l. Edelstahlflaschen. Silber. Halterung.;<strong>TraX® Flaschen-Kit</strong><ul><li>Gut und schnell zu erreichen</li><li>Sicher verstaut</li><li> Schnelle und einfache Montage </li></ul><br><strong>Lieferumfang:</strong><ul><li>1 Halteplatte</li><li>2 Edelstahlflaschen 0,6 l</li><li>4 Zurrgurte</li><li>Montagematerial</li><li>Anbauanleitung </li></ul><br><strong>Achtung!</strong><br><ul><li>Bitte beachten Sie, dass der Universalhalter <strong>ALK.00.165.30900/S</strong> mitbestellt werden muss. </li></ul></li></ul><ul></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9023;ALU-BOX Universal-Halter;ALK.00.165.30900/S;ALU-BOX Universal-Halter;ALK.00.165.30900/S;Silber. Edelstahl. Für TraX® EVO / TRAX ADV.;<strong>TraX® Universal-Halter</strong><ul><li>Universale Grundplatte zur Montage am TraX® Koffer</li><li>Montagegrundlage für Flaschen- und Kanister- Kit</li><li>Stabile Montage</li><li>Farbe: Silber</li></ul><br><strong>Lieferumfang:</strong><ul><li>1 Universal-Halter </li><li>Montagematerial</li><li>Anbauanleitung </li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9024;ALU-BOX Trinkflasche;ALK.00.165.31000/S;ALU-BOX Trinkflasche;ALK.00.165.31000/S;0,6 l. Edelstahl. Silber.;<strong>SW-MOTECH Trinkflasche</strong><ul><li>Für Leute mit großem Durst</li><li>Silberne Edelstahlflasche mit Schraubverschluss</li><li>Mit TRAX GEAR+ Logo</li><li>Fassungsvermögen: 0,6 l</li></ul><br><strong>Lieferumfang:</strong><ul><li>1 Edelstahlflasche 0,6 l </li></ul><br><strong>Besonderheiten:</strong><ul><li>Passend für ALU-BOX Flaschen-Kit ALK.00.165.30700/S und ALK.00.165.30800/S</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9025;ALU-BOX Kanister-Kit;ALK.00.165.31100/B;ALU-BOX Kanister-Kit;ALK.00.165.31100/B;2 l. 1 Kunst.-Kanister. UN-Zulassung. Schw. Halt.;<strong>TraX® Kanister-Kit</strong><ul><li>An einer leicht erreichbaren Position montierbar</li><li>Sicher verstaut</li><li> Schnelle und einfache Montage</li><li>UN-Zulassung</li></ul><br><strong>Lieferumfang:</strong><ul><li>1 Halteplatte</li><li>1 Kanister 2l</li><li>1 Füllrohr</li><li>2 Zurrgurte</li><li>Montagematerial</li><li>Anbauanleitung </li></ul><br><strong>ACHTUNG!</strong><br><ul><li>Bitte beachten Sie, dass der Universalhalter <strong>ALK.00.165.30900/S</strong> mitbestellt werden muss. </li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9026;ALU-BOX Kanister;ALK.00.165.31200/B;ALU-BOX Kanister;ALK.00.165.31200/B;2 l. Kunststoff. UN-Zulassung. Schwarz.;<strong>TraX® Kanister</strong><ul><li>Zusatzkanister bietet die Möglichkeit Benzin oder andere Flüssigkeiten sicher zu transportieren</li><li>Schwarzer Kanister mit Schraubverschluss und Füllrohr</li><li>Fassungsvermögen: 2 l</li><li>Mit UN- Zulassung</li></ul><br><strong>Lieferumfang:</strong><ul><li>1 Kanister</li><li>1 Füllrohr</li></ul><br><strong>Besonderheiten:</strong><ul><li>Passend für TraX® Kanister-Kit <strong>ALK.00.165.31100/S</strong></li></ul><br><strong>ACHTUNG!:</strong></br><br/><ul><li> Bei der Verwendung als Benzinkanister auf sichere Befestigung<br>außerhalb von sturzgefährdeten Bereichen am Motorrad achten!</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9027;ALU-BOX Wandhalter;ALK.00.165.31300/B;ALU-BOX Wandhalter;ALK.00.165.31300/B;Schwarz. Für alle ALU-BOX Generationen.;<strong>SW-MOTECH TraX® Wandhalter</strong><ul><li>Wandhalter für <strong>TraX® Alukoffer</strong></li><li>Ermöglicht die platzsparende und sichere Aufbewahrung der Alukoffer, wenn Sie nicht am Motorrad gebraucht werden</li><li>Halter lässt sich an 4 Befestigungspunkten an eine Wand montieren</li><li>Passend für alle <strong>TraX®</strong> Seitenkoffer der 1. & 2. Generation</li><li>Aufwendiges, ansprechendes Design mit integriertem SW-BC Bullenkopf-Logo</li><li>Pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li><strong>TraX®</strong> Wandhalter</li><li>Montagematerial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9028;TRAX GEAR+ Campingtisch-Platte;ALK.00.732.10000;TRAX GEAR+ Campingtisch-Platte;ALK.00.732.10000;Aluminium gebürstet. Für TRAX ADV L/M.;<p>Als stabile Abstellfläche für die entspannte Pause bietet sich unser Camping-Tisch in leichter Aluminium-Ausführung an. Die aus gebürstetem Aluminium gefertigte Tischplatte passt in jeden TRAX ADVENTURE Seitenkoffer und ergänzt das umfassende Zubehör-Angebot für den robusten und wasserfesten Tourenkoffer. Mit dem zusätzlich erhältlichen Beinpaar lässt sich der Tisch entweder in die ALU-BOX einhängen oder nach Abnehmen der unteren Beinteile alleinstehend aufstellen.</p><br><strong>Besonderheiten</strong><ul><li> Leichter und kompakter Camping-Tisch</li><li> Einfacher Zusammenbau</li><li> Passt in TRAX ADVENTURE Seitenkoffer</li><li> Aus gebürstetem Aluminium</li></ul><br><strong>Lieferumfang</strong><ul><li>Tischplatte</li><li>Montagematerial</li><li>Anbauanleitung</li><li>Hinweis: Teleskopbeinpaar als Zubehör erhältlich</li></ul> ;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9029;TRAX GEAR+ Campingtisch-Beine;ALK.00.732.10100;TRAX GEAR+ Campingtisch-Beine;ALK.00.732.10100;Alu. gebürstet. 2/4 Beine. Für TRAX GEAR+ Tisch.;<p>Leichtes und robustes Aluminium-Beinpaar als Zubehör für den TRAX ADVENTURE Campingtisch. Die beiden Teleskopbeine können in vier einzelne, nicht verstellbare Tischbeine zerlegt werden. Passend zur Tischplatte in gebürstetem Aluminium gehalten, ermöglicht das zusätzliche Beinpaar die Höhenverstellung beim alleinstehenden Aufstellen des Tisches. Auch als Ersatzteil bei Verlust der Original-Tischbeine einsetzbar.</p><br><strong>Besonderheiten</strong><ul><li> Leichtes und kompakte Campingtisch-Beinpaar</li><li> Höhenverstellbar</li><li> In vier Tischbeine zerlegbar</li><li> Aus gebürstetem Aluminium</li><li> Für TRAX GEAR+ Campingtisch</li></ul><br><strong>Lieferumfang</strong><ul><li>2 separierbare Teleskopbeine</li><li>Montagematerial</li><li>Anbauanleitung</li><li>Hinweis: Nur mit TRAX GEAR+ Campingtisch kompatibel</li></ul> ;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9030;TRAX ADVENTURE ALU-BOX L;ALK.00.733.10000L/B;TRAX ADVENTURE ALU-BOX L;ALK.00.733.10000L/B;45 l. Links. Schwarz.;<p>Der robuste TRAX ADVENTURE Aluminium-Tourenkoffer fühlt sich in jeder Situation zuhause - von der Fernweh-Route über den Off-Road-Trip bis zur Kurzstrecke. Dabei darf es auch rauer zugehen: Designprägungen unterstützen die Stabilität des 1,5 Millimeter starken, geschweißten Wandmaterials. Zur zusätzlichen Versteifung des Deckels sowie als Kantenschutz kommt leichter, glasfaserverstärkter Kunststoff zum Einsatz, eine abgeschrägte Unterkante gibt hohe Bodenfreiheit bei Kurvenfahrten.<br> Damit weder Wasser noch Staub das Gepäck erreichen, kommt bei der Fertigung moderne Roboter-Schweißtechnik zum Einsatz. Zudem wird das Wandmaterial bei der Stanzniet-Verbindung zu den Anbauteilen nicht durchbrochen. Auch Verschlüsse und Verschraubungen wurden neben einfacher Handhabung für einen staub- und wasserfesten Schulterschluss ausgelegt. Ein hoch angesetzter, komplett abnehmbarer Deckel mit eloxierten Aluminium-Griffen, Schnellverschlüsse und Öffnungsbegrenzer erleichtern dem Fahrer das Be- und Entladen.</p><br><strong>Besonderheiten</strong><ul><li> Robuster und wasserfester Motorrad-Tourenkoffer</li><li> Material: Pulverbeschichtetes Aluminium mit 1,5 mm Wandstärke</li><li> Hohe Stabilität durch Designprägungen, tiefgezogenen Deckel und geschweißte Kanten</li><li> Robotergestütztes Schweißen und Stanznieten verhindern Eindringen von Feuchtigkeit</li><li> Witterungs- und abriebbeständig pulverbeschichtete Außen- und Innenwände</li><li> Leicht zu reinigende Oberfläche</li><li> Komplett abnehmbarer Deckel mit Schnellverschluss und Öffnungsbegrenzer</li><li> Vier stabile, in das Deckeldesign integrierte Verzurrpunkte</li><li> Abgeschrägte Seitenkante für hohe Bodenfreiheit bei Kurvenfahrten</li><li> Zusätzlicher Schutz durch Ecken aus glasfaserverstärktem Kunststoff</li><li> Scharniere aus Edelstahl</li><li> Schnelle Montage an allen QUICK-LOCK EVO Trägersystemen</li><li> Adapter für viele gängige Kofferträger verfügbar</li><li> 45 Liter Fassungsvermögen</li><li> Maße: ca. 49 x 28 x 37 cm </li><li> Gewicht: ca. 5,5 kg</li></ul><br><strong>Lieferumfang</strong><ul><li>TRAX ADVENTURE Aluminium-Tourenkoffer, schwarz pulverbeschichtet</li><li>Vormontierter Halter zur Montage auf linker Trägerseite</li><li>Öffnungsbegrenzer</li><li>Praktische Aufbewahrungstasche</li></ul><strong>Hinweise</strong><ul><li>Separat erhältlicher Seitenträger und Adapter für Montage erforderlich</li><li>Schlösser im Lieferumfang nicht enthalten</li><li>Auch als Komplett-Set mit 2 Seitenkoffern, Träger, Adpatern und Schlössern erhältlich</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9031;TRAX ADVENTURE ALU-BOX L;ALK.00.733.10000L/S;TRAX ADVENTURE ALU-BOX L;ALK.00.733.10000L/S;45 l. Links. Silber.;<p>Der robuste TRAX ADVENTURE Aluminium-Tourenkoffer fühlt sich in jeder Situation zuhause - von der Fernweh-Route über den Off-Road-Trip bis zur Kurzstrecke. Dabei darf es auch rauer zugehen: Designprägungen unterstützen die Stabilität des 1,5 Millimeter starken, geschweißten Wandmaterials. Zur zusätzlichen Versteifung des Deckels sowie als Kantenschutz kommt leichter, glasfaserverstärkter Kunststoff zum Einsatz, eine abgeschrägte Unterkante gibt hohe Bodenfreiheit bei Kurvenfahrten.<br> Damit weder Wasser noch Staub das Gepäck erreichen, kommt bei der Fertigung moderne Roboter-Schweißtechnik zum Einsatz. Zudem wird das Wandmaterial bei der Stanzniet-Verbindung zu den Anbauteilen nicht durchbrochen. Auch Verschlüsse und Verschraubungen wurden neben einfacher Handhabung für einen staub- und wasserfesten Schulterschluss ausgelegt. Ein hoch angesetzter, komplett abnehmbarer Deckel mit eloxierten Aluminium-Griffen, Schnellverschlüsse und Öffnungsbegrenzer erleichtern dem Fahrer das Be- und Entladen.</p><br><strong>Besonderheiten</strong><ul><li> Robuster und wasserfester Motorrad-Tourenkoffer</li><li> Material: Eloxiertes Aluminium mit 1,5 mm Wandstärke</li><li> Hohe Stabilität durch Designprägungen, tiefgezogenen Deckel und geschweißte Kanten</li><li> Robotergestütztes Schweißen und Stanznieten verhindern Eindringen von Feuchtigkeit</li><li> Witterungs- und abriebbeständig eloxierte Außen- und Innenwände</li><li> Leicht zu reinigende Oberfläche</li><li> Komplett abnehmbarer Deckel mit Schnellverschluss und Öffnungsbegrenzer</li><li> Vier stabile, in das Deckeldesign integrierte Verzurrpunkte</li><li> Abgeschrägte Seitenkante für hohe Bodenfreiheit bei Kurvenfahrten</li><li> Zusätzlicher Schutz durch Ecken aus glasfaserverstärktem Kunststoff</li><li> Scharniere aus Edelstahl</li><li> Schnelle Montage an allen QUICK-LOCK EVO Trägersystemen</li><li> Adapter für viele gängige Kofferträger verfügbar</li><li> 45 Liter Fassungsvermögen</li><li> Maße: ca. 49 x 28 x 37 cm</li><li> Gewicht: ca. 5,4 kg</li></ul><br><strong>Lieferumfang</strong><ul><li>TRAX ADVENTURE Aluminium-Tourenkoffer, silbern eloxiert</li><li>Vormontierter Halter zur Montage auf linker Trägerseite</li><li>Öffnungsbegrenzer</li><li>Praktische Aufbewahrungstasche</li></ul><strong>Hinweise</strong><ul><li>Separat erhältlicher Seitenträger und Adapter für Montage erforderlich</li><li>Schlösser im Lieferumfang nicht enthalten</li><li>Auch als Komplett-Set mit 2 Seitenkoffern, Träger, Adpatern und Schlössern erhältlich</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9032;TRAX ADVENTURE ALU-BOX L;ALK.00.733.10000R/B;TRAX ADVENTURE ALU-BOX L;ALK.00.733.10000R/B;45 l. Rechts. Schwarz.;<p>Der robuste TRAX ADVENTURE Aluminium-Tourenkoffer fühlt sich in jeder Situation zuhause - von der Fernweh-Route über den Off-Road-Trip bis zur Kurzstrecke. Dabei darf es auch rauer zugehen: Designprägungen unterstützen die Stabilität des 1,5 Millimeter starken, geschweißten Wandmaterials. Zur zusätzlichen Versteifung des Deckels sowie als Kantenschutz kommt leichter, glasfaserverstärkter Kunststoff zum Einsatz, eine abgeschrägte Unterkante gibt hohe Bodenfreiheit bei Kurvenfahrten.<br> Damit weder Wasser noch Staub das Gepäck erreichen, kommt bei der Fertigung moderne Roboter-Schweißtechnik zum Einsatz. Zudem wird das Wandmaterial bei der Stanzniet-Verbindung zu den Anbauteilen nicht durchbrochen. Auch Verschlüsse und Verschraubungen wurden neben einfacher Handhabung für einen staub- und wasserfesten Schulterschluss ausgelegt. Ein hoch angesetzter, komplett abnehmbarer Deckel mit eloxierten Aluminium-Griffen, Schnellverschlüsse und Öffnungsbegrenzer erleichtern dem Fahrer das Be- und Entladen.</p><br><strong>Besonderheiten</strong><ul><li> Robuster und wasserfester Motorrad-Tourenkoffer</li><li> Material: Pulverbeschichtetes Aluminium mit 1,5 mm Wandstärke</li><li> Hohe Stabilität durch Designprägungen, tiefgezogenen Deckel und geschweißte Kanten</li><li> Robotergestütztes Schweißen und Stanznieten verhindern Eindringen von Feuchtigkeit</li><li> Witterungs- und abriebbeständig pulverbeschichtete Außen- und Innenwände</li><li> Leicht zu reinigende Oberfläche</li><li> Komplett abnehmbarer Deckel mit Schnellverschluss und Öffnungsbegrenzer</li><li> Vier stabile, in das Deckeldesign integrierte Verzurrpunkte</li><li> Abgeschrägte Seitenkante für hohe Bodenfreiheit bei Kurvenfahrten</li><li> Zusätzlicher Schutz durch Ecken aus glasfaserverstärktem Kunststoff</li><li> Scharniere aus Edelstahl</li><li> Schnelle Montage an allen QUICK-LOCK EVO Trägersystemen</li><li> Adapter für viele gängige Kofferträger verfügbar</li><li> 45 Liter Fassungsvermögen</li><li> Maße: ca. 49 x 28 x 37 cm </li><li> Gewicht: ca. 5,5 kg</li></ul><br><strong>Lieferumfang</strong><ul><li>TRAX ADVENTURE Aluminium-Tourenkoffer, schwarz pulverbeschichtet</li><li>Vormontierter Halter zur Montage auf rechter Trägerseite</li><li>Öffnungsbegrenzer</li><li>Praktische Aufbewahrungstasche</li></ul><strong>Hinweise</strong><ul><li>Separat erhältlicher Seitenträger und Adapter für Montage erforderlich</li><li>Schlösser im Lieferumfang nicht enthalten</li><li>Auch als Komplett-Set mit 2 Seitenkoffern, Träger, Adpatern und Schlössern erhältlich</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9033;TRAX ADVENTURE ALU-BOX L;ALK.00.733.10000R/S;TRAX ADVENTURE ALU-BOX L;ALK.00.733.10000R/S;45 l. Rechts. Silber.;<p>Der robuste TRAX ADVENTURE Aluminium-Tourenkoffer fühlt sich in jeder Situation zuhause - von der Fernweh-Route über den Off-Road-Trip bis zur Kurzstrecke. Dabei darf es auch rauer zugehen: Designprägungen unterstützen die Stabilität des 1,5 Millimeter starken, geschweißten Wandmaterials. Zur zusätzlichen Versteifung des Deckels sowie als Kantenschutz kommt leichter, glasfaserverstärkter Kunststoff zum Einsatz, eine abgeschrägte Unterkante gibt hohe Bodenfreiheit bei Kurvenfahrten.<br> Damit weder Wasser noch Staub das Gepäck erreichen, kommt bei der Fertigung moderne Roboter-Schweißtechnik zum Einsatz. Zudem wird das Wandmaterial bei der Stanzniet-Verbindung zu den Anbauteilen nicht durchbrochen. Auch Verschlüsse und Verschraubungen wurden neben einfacher Handhabung für einen staub- und wasserfesten Schulterschluss ausgelegt. Ein hoch angesetzter, komplett abnehmbarer Deckel mit eloxierten Aluminium-Griffen, Schnellverschlüsse und Öffnungsbegrenzer erleichtern dem Fahrer das Be- und Entladen.</p><br><strong>Besonderheiten</strong><ul><li> Robuster und wasserfester Motorrad-Tourenkoffer</li><li> Material: Eloxiertes Aluminium mit 1,5 mm Wandstärke</li><li> Hohe Stabilität durch Designprägungen, tiefgezogenen Deckel und geschweißte Kanten</li><li> Robotergestütztes Schweißen und Stanznieten verhindern Eindringen von Feuchtigkeit</li><li> Witterungs- und abriebbeständig eloxierte Außen- und Innenwände</li><li> Leicht zu reinigende Oberfläche</li><li> Komplett abnehmbarer Deckel mit Schnellverschluss und Öffnungsbegrenzer</li><li> Vier stabile, in das Deckeldesign integrierte Verzurrpunkte</li><li> Abgeschrägte Seitenkante für hohe Bodenfreiheit bei Kurvenfahrten</li><li> Zusätzlicher Schutz durch Ecken aus glasfaserverstärktem Kunststoff</li><li> Scharniere aus Edelstahl</li><li> Schnelle Montage an allen QUICK-LOCK EVO Trägersystemen</li><li> Adapter für viele gängige Kofferträger verfügbar</li><li> 45 Liter Fassungsvermögen</li><li> Maße: ca. 49 x 28 x 37 cm</li><li> Gewicht: ca. 5,4 kg</li></ul><br><strong>Lieferumfang</strong><ul><li>TRAX ADVENTURE Aluminium-Tourenkoffer, silbern eloxiert</li><li>Vormontierter Halter zur Montage auf rechter Trägerseite</li><li>Öffnungsbegrenzer</li><li>Praktische Aufbewahrungstasche</li></ul><strong>Hinweise</strong><ul><li>Separat erhältlicher Seitenträger und Adapter für Montage erforderlich</li><li>Schlösser im Lieferumfang nicht enthalten</li><li>Auch als Komplett-Set mit 2 Seitenkoffern, Träger, Adpatern und Schlössern erhältlich</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9034;TRAX ADVENTURE ALU-BOX M;ALK.00.733.11000L/B;TRAX ADVENTURE ALU-BOX M;ALK.00.733.11000L/B;37 l. Links. Schwarz.;<p>Der robuste TRAX ADVENTURE Aluminium-Tourenkoffer fühlt sich in jeder Situation zuhause - von der Fernweh-Route über den Off-Road-Trip bis zur Kurzstrecke. Dabei darf es auch rauer zugehen: Designprägungen unterstützen die Stabilität des 1,5 Millimeter starken, geschweißten Wandmaterials. Zur zusätzlichen Versteifung des Deckels sowie als Kantenschutz kommt leichter, glasfaserverstärkter Kunststoff zum Einsatz, eine abgeschrägte Unterkante gibt hohe Bodenfreiheit bei Kurvenfahrten.<br> Damit weder Wasser noch Staub das Gepäck erreichen, kommt bei der Fertigung moderne Roboter-Schweißtechnik zum Einsatz. Zudem wird das Wandmaterial bei der Stanzniet-Verbindung zu den Anbauteilen nicht durchbrochen. Auch Verschlüsse und Verschraubungen wurden neben einfacher Handhabung für einen staub- und wasserfesten Schulterschluss ausgelegt. Ein hoch angesetzter, komplett abnehmbarer Deckel mit eloxierten Aluminium-Griffen, Schnellverschlüsse und Öffnungsbegrenzer erleichtern dem Fahrer das Be- und Entladen.</p><br><strong>Besonderheiten</strong><ul><li> Robuster und wasserfester Motorrad-Tourenkoffer</li><li> Material: Pulverbeschichtetes Aluminium mit 1,5 mm Wandstärke</li><li> Hohe Stabilität durch Designprägungen, tiefgezogenen Deckel und geschweißte Kanten</li><li> Robotergestütztes Schweißen und Stanznieten verhindern Eindringen von Feuchtigkeit</li><li> Witterungs- und abriebbeständig pulverbeschichtete Außen- und Innenwände</li><li> Leicht zu reinigende Oberfläche</li><li> Komplett abnehmbarer Deckel mit Schnellverschluss und Öffnungsbegrenzer</li><li> Vier stabile, in das Deckeldesign integrierte Verzurrpunkte</li><li> Abgeschrägte Seitenkante für hohe Bodenfreiheit bei Kurvenfahrten</li><li> Zusätzlicher Schutz durch Ecken aus glasfaserverstärktem Kunststoff</li><li> Scharniere aus Edelstahl</li><li> Schnelle Montage an allen QUICK-LOCK EVO Trägersystemen</li><li> Adapter für viele gängige Kofferträger verfügbar</li><li> 37 Liter Fassungsvermögen</li><li> Maße: ca. 49 x 23 x 37 cm </li><li> Gewicht: ca. 5,1 kg</li></ul><br><strong>Lieferumfang</strong><ul><li>TRAX ADVENTURE Aluminium-Tourenkoffer, schwarz pulverbeschichtet</li><li>Vormontierter Halter zur Montage auf linker Trägerseite</li><li>Öffnungsbegrenzer</li><li>Praktische Aufbewahrungstasche</li></ul><strong>Hinweise</strong><ul><li>Separat erhältlicher Seitenträger und Adapter für Montage erforderlich</li><li>Schlösser im Lieferumfang nicht enthalten</li><li>Auch als Komplett-Set mit 2 Seitenkoffern, Träger, Adpatern und Schlössern erhältlich</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9035;TRAX ADVENTURE ALU-BOX M;ALK.00.733.11000L/S;TRAX ADVENTURE ALU-BOX M;ALK.00.733.11000L/S;37 l. Links. Silber.;<p>Der robuste TRAX ADVENTURE Aluminium-Tourenkoffer fühlt sich in jeder Situation zuhause - von der Fernweh-Route über den Off-Road-Trip bis zur Kurzstrecke. Dabei darf es auch rauer zugehen: Designprägungen unterstützen die Stabilität des 1,5 Millimeter starken, geschweißten Wandmaterials. Zur zusätzlichen Versteifung des Deckels sowie als Kantenschutz kommt leichter, glasfaserverstärkter Kunststoff zum Einsatz, eine abgeschrägte Unterkante gibt hohe Bodenfreiheit bei Kurvenfahrten.<br> Damit weder Wasser noch Staub das Gepäck erreichen, kommt bei der Fertigung moderne Roboter-Schweißtechnik zum Einsatz. Zudem wird das Wandmaterial bei der Stanzniet-Verbindung zu den Anbauteilen nicht durchbrochen. Auch Verschlüsse und Verschraubungen wurden neben einfacher Handhabung für einen staub- und wasserfesten Schulterschluss ausgelegt. Ein hoch angesetzter, komplett abnehmbarer Deckel mit eloxierten Aluminium-Griffen, Schnellverschlüsse und Öffnungsbegrenzer erleichtern dem Fahrer das Be- und Entladen.</p><br><strong>Besonderheiten</strong><ul><li> Robuster und wasserfester Motorrad-Tourenkoffer</li><li> Material: Eloxiertes Aluminium mit 1,5 mm Wandstärke</li><li> Hohe Stabilität durch Designprägungen, tiefgezogenen Deckel und geschweißte Kanten</li><li> Robotergestütztes Schweißen und Stanznieten verhindern Eindringen von Feuchtigkeit</li><li> Witterungs- und abriebbeständig eloxierte Außen- und Innenwände</li><li> Leicht zu reinigende Oberfläche</li><li> Komplett abnehmbarer Deckel mit Schnellverschluss und Öffnungsbegrenzer</li><li> Vier stabile, in das Deckeldesign integrierte Verzurrpunkte</li><li> Abgeschrägte Seitenkante für hohe Bodenfreiheit bei Kurvenfahrten</li><li> Zusätzlicher Schutz durch Ecken aus glasfaserverstärktem Kunststoff</li><li> Scharniere aus Edelstahl</li><li> Schnelle Montage an allen QUICK-LOCK EVO Trägersystemen</li><li> Adapter für viele gängige Kofferträger verfügbar</li><li> 37 Liter Fassungsvermögen</li><li> Maße: ca. 49 x 23 x 37 cm</li><li> Gewicht: ca. 5,1 kg</li></ul><br><strong>Lieferumfang</strong><ul><li>TRAX ADVENTURE Aluminium-Tourenkoffer, silbern eloxiert</li><li>Vormontierter Halter zur Montage auf linker Trägerseite</li><li>Öffnungsbegrenzer</li><li>Praktische Aufbewahrungstasche</li></ul><strong>Hinweise</strong><ul><li>Separat erhältlicher Seitenträger und Adapter für Montage erforderlich</li><li>Schlösser im Lieferumfang nicht enthalten</li><li>Auch als Komplett-Set mit 2 Seitenkoffern, Träger, Adpatern und Schlössern erhältlich</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
